StockCode,AvgDailyDemand,StdDailyDemand,MaxDailyDemand,TotalDemand,AvgDailyRev,TotalRevenue,DaysActive,Description,Price,SafetyStock,ReorderPoint,AnnualDemand,UnitHoldingCost,EOQ,ReorderFrequency,StockStatus
90120B,2.8157894736842106,2.9303192627268144,12,107,11.88,451.44,38,BLUE MURANO TWIST BRACELET,4.25,13.0,33.0,1028.0,0.8500000000000001,348.0,124.0,Slow Mover
90120C,2.0185185185185186,1.7643293743402981,10,109,8.561481481481481,462.32,54,GREEN MURANO TWIST BRACELET,4.33,8.0,22.0,737.0,0.8660000000000001,292.0,145.0,Slow Mover
90120D,3.7222222222222223,5.169200607505469,27,134,15.3925,554.13,36,WHITE MURANO TWIST BRACELET,4.33,23.0,49.0,1359.0,0.8660000000000001,396.0,106.0,Slow Mover
90121B,2.7142857142857144,1.7043362064926932,6,19,11.535714285714286,80.75,7,VINTAGE ROSE BEAD BRACELET BLUE,4.25,7.0,26.0,991.0,0.8500000000000001,341.0,126.0,Slow Mover
90122A,1.8333333333333333,1.4403862827999163,6,55,9.129666666666667,273.89,30,PINK CRYSTAL+GLASS BRACELET,5.2,6.0,19.0,669.0,1.04,254.0,139.0,Slow Mover
90122B,1.7692307692307692,1.3944946699845733,6,46,8.807307692307692,228.99,26,JADE CRYSTAL+GLASS BRACELET,4.95,6.0,18.0,646.0,0.9900000000000001,255.0,144.0,Slow Mover
90122C,1.8620689655172413,1.6196149880016566,6,54,9.279310344827588,269.1,29,TURQUOISE CRYSTAL+GLASS BRACELET,5.2,7.0,20.0,680.0,1.04,256.0,137.0,Slow Mover
90123A,2.0,1.137592917989042,4,36,11.892777777777777,214.07,18,PINK HEART OF GLASS BRACELET,5.95,5.0,19.0,730.0,1.1900000000000002,248.0,124.0,Slow Mover
90123B,2.0,1.1547005383792515,4,26,11.899230769230769,154.69,13,TURQUOISE HEART OF GLASS BRACELET,6.07,5.0,19.0,730.0,1.2140000000000002,245.0,122.0,Slow Mover
90123C,2.25,1.2880570286640687,4,27,13.395833333333334,160.75,12,GREEN HEART OF GLASS BRACELET,6.07,6.0,22.0,821.0,1.2140000000000002,260.0,116.0,Slow Mover
90123D,2.0714285714285716,2.9733246275271292,12,29,12.313571428571427,172.39,14,WHITE HEART OF GLASS BRACELET,6.07,13.0,28.0,756.0,1.2140000000000002,250.0,121.0,Slow Mover
90124A,1.5789473684210527,0.837707816583391,4,30,15.75157894736842,299.28,19,PINK MURANO TWIST NECKLACE,10.42,4.0,15.0,576.0,2.084,166.0,105.0,Slow Mover
90124B,1.3448275862068966,0.7209052874667635,4,39,13.488965517241379,391.18,29,BLUE MURANO TWIST NECKLACE,10.39,3.0,12.0,491.0,2.0780000000000003,154.0,115.0,Slow Mover
90124C,1.375,0.6191391873668904,3,22,13.763124999999999,220.20999999999998,16,GREEN MURANO TWIST NECKLACE,10.42,3.0,13.0,502.0,2.084,155.0,113.0,Slow Mover
90125A,8.764705882352942,12.779521762201755,48,149,10.821764705882353,183.97,17,PINK BERTIE GLASS BEAD BAG CHARM,2.1,56.0,117.0,3199.0,0.42000000000000004,873.0,100.0,Medium Mover
90125B,2.588235294117647,3.042589841101898,12,44,4.680588235294117,79.57,17,AQUA BERTIE GLASS BEAD BAG CHARM,2.1,13.0,31.0,945.0,0.42000000000000004,474.0,183.0,Slow Mover
90125C,10.222222222222221,16.18469784841362,48,92,11.261111111111111,101.35,9,TURQUOISE BERTIE GLASS BEAD CHARM,2.1,71.0,143.0,3731.0,0.42000000000000004,943.0,92.0,Medium Mover
90125D,4.25,8.64347600328449,48,136,6.991875,223.74,32,PURPLE BERTIE GLASS BEAD BAG CHARM,2.1,38.0,68.0,1551.0,0.42000000000000004,608.0,143.0,Slow Mover
90125E,1.0588235294117647,0.24253562503633297,2,18,2.599411764705882,44.19,17,AMBER BERTIE GLASS BEAD BAG CHARM,2.1,1.0,8.0,386.0,0.42000000000000004,303.0,286.0,Slow Mover
90126A,4.0,4.795831523312719,12,20,7.428,37.14,5,PINK BERTIE MOBILE PHONE CHARM,1.69,21.0,49.0,1460.0,0.338,657.0,164.0,Slow Mover
90126B,1.0,0.0,1,3,2.8266666666666667,8.48,3,BLUE BERTIE MOBILE PHONE CHARM,3.43,0.0,7.0,365.0,0.686,231.0,231.0,Slow Mover
90126C,4.2,4.658325879540846,12,21,8.42,42.1,5,AMBER BERTIE MOBILE PHONE CHARM,3.43,20.0,49.0,1533.0,0.686,473.0,113.0,Slow Mover
90127A,7.0,7.0710678118654755,12,14,9.96,19.92,2,PINK BEADS+HAND PHONE CHARM,1.25,31.0,80.0,2555.0,0.25,1011.0,144.0,Medium Mover
90127B,1.0,0.0,1,2,1.25,2.5,2,BLUE BEADS+HAND PHONE CHARM,1.25,0.0,7.0,365.0,0.25,382.0,382.0,Slow Mover
90128A,3.1,3.7844711945293255,12,31,4.621,46.21,10,PINK LEAVES AND BEADS PHONE CHARM,1.25,17.0,39.0,1132.0,0.25,673.0,217.0,Slow Mover
90128B,3.0,4.427188724235731,12,18,3.9599999999999995,23.759999999999998,6,BLUE LEAVES AND BEADS PHONE CHARM,1.25,19.0,40.0,1095.0,0.25,662.0,221.0,Slow Mover
90128C,2.8333333333333335,4.490731195102493,12,17,4.173333333333333,25.04,6,GREEN LEAVES AND BEADS PHONE CHARM,2.57,20.0,40.0,1034.0,0.514,449.0,158.0,Slow Mover
90128D,1.8571428571428572,1.864454471471609,6,13,3.0342857142857143,21.24,7,PURPLE LEAVES AND BEADS PHONE CHAR,2.51,8.0,21.0,678.0,0.502,368.0,198.0,Slow Mover
90129A,2.3968253968253967,2.915695471397046,14,151,4.688571428571429,295.38,63,PINK GLASS TASSLE BAG CHARM ,2.95,13.0,30.0,875.0,0.5900000000000001,385.0,161.0,Slow Mover
90129B,2.6545454545454548,3.586074826315348,24,146,5.999090909090909,329.95,55,TURQUOISE GLASS TASSLE BAG CHARM ,2.95,16.0,35.0,969.0,0.5900000000000001,405.0,153.0,Slow Mover
90129C,2.276595744680851,2.551232674436406,16,107,5.178297872340425,243.38,47,GREEN GLASS TASSLE BAG CHARM,2.95,11.0,27.0,831.0,0.5900000000000001,375.0,165.0,Slow Mover
90129D,2.09375,2.204970557919158,12,67,5.049062500000001,161.57000000000002,32,AMBER GLASS TASSLE BAG CHARM,2.95,10.0,25.0,764.0,0.5900000000000001,360.0,172.0,Slow Mover
90129E,2.480769230769231,2.859386912316836,13,129,5.060384615384615,263.14,52,PURPLE GLASS TASSLE BAG CHARM,2.95,12.0,29.0,905.0,0.5900000000000001,392.0,158.0,Slow Mover
90129F,2.1315789473684212,1.8624461193959188,9,81,4.822631578947369,183.26000000000002,38,RED GLASS TASSLE BAG CHARM,2.95,8.0,23.0,778.0,0.5900000000000001,363.0,170.0,Slow Mover
90130A,1.8666666666666667,1.7674302033770737,6,28,5.500666666666667,82.51,15,WHITE STONE/CRYSTAL EARRINGS,3.03,8.0,21.0,681.0,0.606,335.0,179.0,Slow Mover
90130B,1.3333333333333333,1.0382746189699348,6,64,3.9185416666666666,188.09,48,TURQ STONE/CRYSTAL EARRINGS,2.95,5.0,14.0,487.0,0.5900000000000001,287.0,215.0,Slow Mover
90130C,1.0869565217391304,0.28810406552003043,2,25,3.2008695652173915,73.62,23,GREEN STONE/CRYSTAL EARRINGS,3.03,1.0,9.0,397.0,0.606,256.0,236.0,Slow Mover
90130D,1.625,1.7677669529663689,6,13,4.78875,38.31,8,RED STONE/CRYSTAL EARRINGS,3.03,8.0,19.0,593.0,0.606,313.0,193.0,Slow Mover
90135A,2.75,2.362907813126304,6,11,13.655000000000001,54.620000000000005,4,ORANGE/FUSCHIA STONES NECKLACE,5.09,10.0,29.0,1004.0,1.018,314.0,114.0,Slow Mover
90141A,1.1764705882352942,0.5285941398709243,3,20,6.173529411764706,104.95,17,GREEN PENDANT TRIPLE SHELL NECKLACE,4.95,2.0,10.0,429.0,0.9900000000000001,208.0,177.0,Slow Mover
90141B,1.4444444444444444,0.8819171036881969,3,13,7.2155555555555555,64.94,9,IVORY PENDANT TRIPLE SHELL NECKLACE,4.95,4.0,14.0,527.0,0.9900000000000001,231.0,160.0,Slow Mover
90141C,1.3333333333333333,0.6513389472789296,3,16,6.974166666666666,83.69,12,TURQ PENDANT TRIPLE SHELL NECKLACE,4.95,3.0,12.0,487.0,0.9900000000000001,222.0,166.0,Slow Mover
90141D,1.4,0.8944271909999159,3,7,7.266,36.33,5,ROSE PENDANT TRIPLE SHELL NECKLACE,5.51,4.0,14.0,511.0,1.102,215.0,154.0,Slow Mover
90141E,2.0,0.7071067811865476,3,10,10.012,50.06,5,ORANGE PENDANT TRIPLE SHELL NECKLAC,4.95,3.0,17.0,730.0,0.9900000000000001,272.0,136.0,Slow Mover
90142A,1.25,0.5,2,5,6.3625,25.45,4,GREEN PENDANT SHELL NECKLACE,5.09,2.0,11.0,456.0,1.018,212.0,170.0,Slow Mover
90142B,1.0,0.0,1,1,5.09,5.09,1,IVORY PENDANT SHELL NECKLACE,5.09,0.0,7.0,365.0,1.018,189.0,189.0,Slow Mover
90142C,1.0,0.0,1,1,5.09,5.09,1,ROSE PINK PENDANT SHELL NECKLACE,5.09,0.0,7.0,365.0,1.018,189.0,189.0,Slow Mover
90142D,2.2,1.3038404810405297,4,11,10.918000000000001,54.59,5,MOP PENDANT SHELL NECKLACE,4.95,6.0,21.0,803.0,0.9900000000000001,285.0,130.0,Slow Mover
90152A,1.0,0.0,1,7,5.762857142857143,40.34,7,SILVER/NAT SHELL NECKLACE W PENDANT,5.63,0.0,7.0,365.0,1.1260000000000001,180.0,180.0,Slow Mover
90152B,1.2,0.4472135954999579,2,6,7.052,35.26,5,BLUE/GREEN SHELL NECKLACE W PENDANT,5.95,2.0,10.0,438.0,1.1900000000000002,192.0,160.0,Slow Mover
90152C,1.75,0.9574271077563381,3,7,10.412500000000001,41.650000000000006,4,BLUE/NAT SHELL NECKLACE W PENDANT,5.95,4.0,16.0,639.0,1.1900000000000002,232.0,133.0,Slow Mover
90160A,2.08,1.7540429489230491,9,52,14.500399999999999,362.51,25,PURPLE BOUDICCA LARGE BRACELET,7.22,8.0,23.0,759.0,1.444,229.0,110.0,Slow Mover
90160B,2.4482758620689653,2.323578012102267,10,71,16.928275862068965,490.92,29,RED BOUDICCA LARGE BRACELET,7.37,10.0,27.0,894.0,1.4740000000000002,246.0,100.0,Slow Mover
90160C,2.1555555555555554,2.152752525104415,10,97,15.044444444444444,677.0,45,TURQ+RED BOUDICCA LARGE BRACELET,7.37,9.0,24.0,787.0,1.4740000000000002,231.0,107.0,Slow Mover
90160D,3.1666666666666665,2.792329036713862,10,76,22.050833333333333,529.22,24,PINK BOUDICCA LARGE BRACELET,6.95,12.0,34.0,1156.0,1.3900000000000001,288.0,91.0,Slow Mover
90161A,1.7073170731707317,1.6769600835891176,10,70,8.53560975609756,349.96,41,ANT COPPER RED BOUDICCA BRACELET,4.95,7.0,19.0,623.0,0.9900000000000001,251.0,147.0,Slow Mover
90161B,2.1,1.9197674979999042,10,147,10.488,734.16,70,ANT COPPER TURQ BOUDICCA BRACELET,5.2,8.0,23.0,766.0,1.04,271.0,129.0,Slow Mover
90161C,1.8172043010752688,1.7873117812680475,10,169,9.074301075268817,843.91,93,ANT COPPER LIME BOUDICCA BRACELET,5.2,8.0,21.0,663.0,1.04,252.0,139.0,Slow Mover
90161D,1.9166666666666667,1.642310293029776,10,138,9.54888888888889,687.52,72,ANT COPPER PINK BOUDICCA BRACELET,4.95,7.0,20.0,700.0,0.9900000000000001,266.0,139.0,Slow Mover
90162A,3.3333333333333335,2.179449471770337,6,30,9.833333333333334,88.5,9,ANT SILVER TURQUOISE BOUDICCA RING,2.95,10.0,33.0,1217.0,0.5900000000000001,454.0,136.0,Slow Mover
90162B,3.0555555555555554,2.0996420485468814,6,55,9.013888888888891,162.25000000000003,18,ANT SILVER LIME GREEN BOUDICCA RING,2.95,9.0,30.0,1115.0,0.5900000000000001,435.0,142.0,Slow Mover
90162C,2.625,1.7841898254763515,6,42,7.743750000000001,123.90000000000002,16,ANT SILVER FUSCHIA BOUDICCA RING,2.95,8.0,26.0,958.0,0.5900000000000001,403.0,154.0,Slow Mover
90162D,2.0714285714285716,1.3847680013570567,6,29,6.110714285714287,85.55000000000001,14,ANT SILVER PURPLE BOUDICCA RING,2.95,6.0,20.0,756.0,0.5900000000000001,358.0,173.0,Slow Mover
90163A,1.5416666666666667,1.1787674722451362,6,37,11.69625,280.71,24,PINK ROSEBUD & PEARL NECKLACE,7.81,5.0,16.0,563.0,1.562,190.0,123.0,Slow Mover
90163B,1.4444444444444444,0.5270462766947299,2,13,10.93888888888889,98.45,9,WHITE ROSEBUD & PEARL NECKLACE,7.81,2.0,12.0,527.0,1.562,184.0,127.0,Slow Mover
90164A,1.6,1.3844373104863459,6,40,9.2156,230.39,25,PINK ROSEBUD PEARL BRACELET,7.81,6.0,17.0,584.0,1.562,193.0,121.0,Slow Mover
90164B,1.9705882352941178,1.6046389968340005,6,67,10.67470588235294,362.94,34,WHITE  ROSEBUD PEARL BRACELET,7.81,7.0,21.0,719.0,1.562,215.0,109.0,Slow Mover
90165A,1.6153846153846154,1.5251733823253821,6,42,4.09576923076923,106.49,26,PINK ROSEBUD PEARL EARRINGS,2.59,7.0,18.0,590.0,0.518,337.0,209.0,Slow Mover
90165B,1.5294117647058822,1.3758808554312565,6,52,3.8720588235294118,131.65,34,WHITE ROSEBUD  PEARL EARRINGS,2.59,6.0,17.0,558.0,0.518,328.0,214.0,Slow Mover
90175A,1.8771929824561404,2.155310513248916,12,107,16.92017543859649,964.45,57,WHITE GLASS CHUNKY CHARM BRACELET,8.95,9.0,22.0,685.0,1.79,196.0,104.0,Slow Mover
90175B,1.44,1.1930353445448856,6,36,12.914000000000001,322.85,25,PINK GLASS CHUNKY CHARM BRACELET,9.55,5.0,15.0,526.0,1.9100000000000001,166.0,115.0,Slow Mover
90175C,1.9473684210526316,1.5802139169719436,6,37,17.523684210526316,332.95,19,BLUE GLASS CHUNKY CHARM BRACELET,9.55,7.0,21.0,711.0,1.9100000000000001,193.0,99.0,Slow Mover
90175D,1.45,1.01147265068163,6,58,13.1955,527.8199999999999,40,TIGRIS EYE CHUNKY CHARM BRACELET,8.95,4.0,14.0,529.0,1.79,172.0,119.0,Slow Mover
90176A,1.4285714285714286,0.5345224838248488,2,10,10.84,75.88,7,CLASSIC DIAMANTE NECKLACE JET,7.81,2.0,12.0,521.0,1.562,183.0,128.0,Slow Mover
90176B,1.25,0.5,2,5,9.405000000000001,37.620000000000005,4,DIAMANTE NECKLACE BLACK ,7.5,2.0,11.0,456.0,1.5,174.0,139.0,Slow Mover
90176C,1.6666666666666667,0.816496580927726,3,10,12.833333333333334,77.0,6,DIAMANTE NECKLACE,8.68,4.0,16.0,608.0,1.736,187.0,112.0,Slow Mover
90176D,1.5714285714285714,0.5345224838248488,2,11,11.83,82.81,7,DIAMANTE NECKLACE PURPLE,7.81,2.0,13.0,574.0,1.562,192.0,122.0,Slow Mover
90176E,1.3333333333333333,0.5773502691896257,2,4,9.993333333333334,29.98,3,DIAMANTE NECKLACE GREEN,7.5,3.0,12.0,487.0,1.5,180.0,135.0,Slow Mover
90177A,1.3571428571428572,1.3363062095621219,6,19,3.977857142857143,55.690000000000005,14,CLASSIC DIAMANTE EARRINGS JET,2.95,6.0,16.0,495.0,0.5900000000000001,290.0,214.0,Slow Mover
90177B,1.7222222222222223,1.6016739609309327,6,31,5.076666666666667,91.38000000000001,18,DROP DIAMANTE EARRINGS BLACK DIAMON,2.95,7.0,19.0,629.0,0.5900000000000001,327.0,190.0,Slow Mover
90177C,1.608695652173913,1.4690482520320491,6,37,4.740434782608696,109.03,23,DROP DIAMANTE EARRINGS CRYSTAL,2.95,6.0,17.0,587.0,0.5900000000000001,315.0,196.0,Slow Mover
90177D,1.9166666666666667,1.998187584584692,7,46,5.656666666666666,135.76,24,DROP DIAMANTE EARRINGS PURPLE,2.95,9.0,22.0,700.0,0.5900000000000001,344.0,179.0,Slow Mover
90177E,1.3333333333333333,1.1105554165971787,6,28,3.938571428571429,82.71000000000001,21,DROP DIAMANTE EARRINGS GREEN,2.95,5.0,14.0,487.0,0.5900000000000001,287.0,215.0,Slow Mover
90178A,1.2857142857142858,0.7171371656006361,4,27,15.352857142857141,322.40999999999997,21,AMBER CHUNKY GLASS+BEAD NECKLACE,11.95,3.0,12.0,469.0,2.39,140.0,109.0,Slow Mover
90178B,1.4545454545454546,0.6875516509523286,3,16,17.40090909090909,191.40999999999997,11,PURPLE CHUNKY GLASS+BEAD NECKLACE,12.16,3.0,13.0,531.0,2.4320000000000004,148.0,102.0,Slow Mover
90179A,1.3333333333333333,0.7071067811865476,3,12,7.888888888888889,71.0,9,AMBER FINE BEAD NECKLACE W TASSEL,5.94,3.0,12.0,487.0,1.1880000000000002,202.0,152.0,Slow Mover
90179B,1.2222222222222223,0.44095855184409843,2,11,7.256666666666667,65.31,9,PURPLE FINE BEAD NECKLACE W TASSEL,6.07,2.0,11.0,446.0,1.2140000000000002,192.0,157.0,Slow Mover
90179C,1.3571428571428572,0.6333236937766509,3,19,8.055714285714286,112.78,14,BLACK FINE BEAD NECKLACE W TASSEL,5.94,3.0,12.0,495.0,1.1880000000000002,204.0,150.0,Slow Mover
90180A,1.6923076923076923,1.5942203302989402,7,44,15.255384615384616,396.64,26,BLACK+WHITE NECKLACE W TASSEL,9.95,7.0,19.0,618.0,1.99,176.0,104.0,Slow Mover
90180B,1.2857142857142858,0.4688072309384954,2,18,12.848571428571429,179.88,14,PURPLE AMETHYST NECKLACE W TASSEL,10.42,2.0,11.0,469.0,2.084,150.0,117.0,Slow Mover
90181A,1.0,0.0,1,14,9.188571428571427,128.64,14,AMBER GLASS/SHELL/PEARL NECKLACE,9.34,0.0,7.0,365.0,1.868,140.0,140.0,Slow Mover
90181B,1.0416666666666667,0.2041241452319315,2,25,9.63625,231.27,24,AMETHYST GLASS/SHELL/PEARL NECKLACE,9.55,1.0,8.0,380.0,1.9100000000000001,141.0,135.0,Slow Mover
90181C,1.0,0.0,1,5,9.386,46.93,5,BLACK GLASS/SHELL/PEARL NECKLACE,9.55,0.0,7.0,365.0,1.9100000000000001,138.0,138.0,Slow Mover
90182A,1.125,0.3535533905932738,2,9,3.27,26.16,8,AMBER 3 BEAD DROP EARRINGS,2.96,2.0,10.0,411.0,0.592,263.0,234.0,Slow Mover
90182B,1.0,0.0,1,6,2.921666666666667,17.53,6,AMETHYST 3 BEAD DROP EARRINGS,3.03,0.0,7.0,365.0,0.606,245.0,245.0,Slow Mover
90182C,1.4615384615384615,1.3913653136029502,6,19,4.287692307692308,55.74,13,BLACK 3 BEAD DROP EARRINGS,2.95,6.0,16.0,533.0,0.5900000000000001,301.0,206.0,Slow Mover
90183A,1.7666666666666666,1.8134237638032753,7,53,5.1883333333333335,155.65,30,AMBER DROP EARRINGS W LONG BEADS,2.96,8.0,20.0,645.0,0.592,330.0,187.0,Slow Mover
90183B,1.1666666666666667,0.637022057270606,4,28,3.41375,81.92999999999999,24,AMETHYST DROP EARRINGS W LONG BEADS,3.03,3.0,11.0,426.0,0.606,265.0,227.0,Slow Mover
90183C,1.0,0.0,1,13,2.9323076923076923,38.12,13,BLACK DROP EARRINGS W LONG BEADS,3.03,0.0,7.0,365.0,0.606,245.0,245.0,Slow Mover
90183c,1.0,0.0,1,1,2.9,2.9,1,BLACK DROP EARRINGS W LONG BEADS,2.9,0.0,7.0,365.0,0.58,251.0,251.0,Slow Mover
90184A,1.75,1.224744871391589,5,42,15.8675,380.82,24,AMBER CHUNKY BEAD BRACELET W STRAP,8.95,5.0,17.0,639.0,1.79,189.0,108.0,Slow Mover
90184B,1.5681818181818181,1.0432000693912997,5,69,14.215454545454547,625.48,44,AMETHYST CHUNKY BEAD BRACELET W STR,9.55,5.0,16.0,572.0,1.9100000000000001,173.0,110.0,Slow Mover
90184C,1.6,1.1159993483217387,6,72,14.486444444444444,651.89,45,BLACK CHUNKY BEAD BRACELET W STRAP,8.95,5.0,16.0,584.0,1.79,181.0,113.0,Slow Mover
90184c,1.0,0.0,1,1,9.15,9.15,1,BLACK CHUNKY BEAD BRACELET W STRAP,9.15,0.0,7.0,365.0,1.83,141.0,141.0,Slow Mover
90185A,2.2,2.0207259421636903,6,55,9.3316,233.29,25,AMBER DIAMANTE EXPANDABLE RING,4.33,9.0,24.0,803.0,0.8660000000000001,305.0,139.0,Slow Mover
90185B,2.2333333333333334,2.112088904433212,9,67,9.481,284.43,30,AMETHYST DIAMANTE EXPANDABLE RING,4.25,9.0,25.0,815.0,0.8500000000000001,310.0,139.0,Slow Mover
90185C,2.2857142857142856,2.0158105227158782,7,64,9.712857142857143,271.96,28,BLACK DIAMANTE EXPANDABLE RING,4.25,9.0,25.0,834.0,0.8500000000000001,313.0,137.0,Slow Mover
90185D,2.3,1.8597367258983655,6,69,9.777666666666667,293.33,30,CRYSTAL DIAMANTE EXPANDABLE RING,4.33,8.0,24.0,839.0,0.8660000000000001,311.0,135.0,Slow Mover
90186A,2.15625,2.001763335565147,9,69,6.366562500000001,203.73000000000002,32,AMETHYST HOOP EARRING FLORAL LEAF,3.03,9.0,24.0,787.0,0.606,360.0,167.0,Slow Mover
90186B,1.9655172413793103,1.880022010142618,7,57,5.802068965517242,168.26000000000002,29,CRYSTAL HOOP EARRING FLORAL LEAF,3.03,8.0,22.0,717.0,0.606,344.0,175.0,Slow Mover
90187A,1.1428571428571428,0.3779644730092272,2,8,3.8628571428571425,27.04,7,BLUE DROP EARRINGS W BEAD CLUSTER,3.46,2.0,10.0,417.0,0.6920000000000001,245.0,214.0,Slow Mover
90187B,1.4,0.828078671210825,4,21,4.706666666666666,70.6,15,GREEN DROP EARRINGS W BEAD CLUSTER,3.46,4.0,14.0,511.0,0.6920000000000001,272.0,194.0,Slow Mover
90189A,1.375,0.5175491695067657,2,11,10.33,82.64,8,SILVER 2 STRAND NECKLACE-LEAF CHARM,7.64,2.0,12.0,502.0,1.528,181.0,132.0,Slow Mover
90189B,1.5,0.7071067811865476,2,3,11.25,22.5,2,GOLD 2 STRAND NECKLACE-LEAF CHARMS,7.5,3.0,14.0,548.0,1.5,191.0,127.0,Slow Mover
90190A,1.6296296296296295,1.1485157025867427,6,44,4.79962962962963,129.59,27,SILVER/CRYSTAL DROP EARRINGS W LEAF,2.95,5.0,16.0,595.0,0.5900000000000001,318.0,195.0,Slow Mover
90190B,3.0,3.401680257083045,13,45,8.838666666666667,132.58,15,GOLD/AMBER DROP EARRINGS W LEAF,2.95,15.0,36.0,1095.0,0.5900000000000001,431.0,144.0,Slow Mover
90190C,1.71875,1.8002575980550224,9,55,5.056875,161.82,32,SILVER/AMETHYST DROP EARRINGS LEAF,2.95,8.0,20.0,627.0,0.5900000000000001,326.0,190.0,Slow Mover
90195A,1.8918918918918919,1.409960278868872,6,70,15.816216216216217,585.2,37,PURPLE GEMSTONE BRACELET,9.55,6.0,19.0,691.0,1.9100000000000001,190.0,100.0,Slow Mover
90195B,2.260869565217391,2.240482726077084,8,52,20.03,460.69,23,BLACK GEMSTONE BRACELET,8.95,10.0,26.0,825.0,1.79,215.0,95.0,Slow Mover
90196A,1.7272727272727273,1.1037127426019047,4,19,22.022727272727273,242.25,11,PURPLE GEMSTONE NECKLACE 45CM,12.75,5.0,17.0,630.0,2.5500000000000003,157.0,91.0,Slow Mover
90196B,1.4615384615384615,0.9674179220468453,4,19,18.613846153846154,241.98,13,BLACK GEMSTONE NECKLACE 45CM,12.75,4.0,14.0,533.0,2.5500000000000003,145.0,99.0,Slow Mover
90197B,1.3617021276595744,0.640160710626759,3,64,6.862127659574468,322.52,47,BLACK GLASS BRACELET W HEART CHARMS,5.2,3.0,13.0,497.0,1.04,219.0,161.0,Slow Mover
90197D,2.25,1.5,4,9,11.137500000000001,44.550000000000004,4,AMBER GLASS BRACELET HEART CHARMS,4.95,7.0,23.0,821.0,0.9900000000000001,288.0,128.0,Slow Mover
90198A,1.894736842105263,1.5282141854109417,10,144,8.018815789473685,609.4300000000001,76,VINTAGE ROSE BEAD BRACELET RASPBERR,4.33,7.0,20.0,692.0,0.8660000000000001,283.0,149.0,Slow Mover
90198B,2.311111111111111,1.9979787766438342,10,104,9.82,441.9,45,VINTAGE ROSE BEAD BRACELET BLACK,4.33,9.0,25.0,844.0,0.8660000000000001,312.0,135.0,Slow Mover
90199A,1.4666666666666666,0.8338093878327919,4,22,9.3,139.5,15,5 STRAND GLASS NECKLACE BLACK,6.35,4.0,14.0,535.0,1.27,205.0,140.0,Slow Mover
90199B,1.2413793103448276,0.6355634403421168,4,36,7.883103448275862,228.60999999999999,29,5 STRAND GLASS NECKLACE AMETHYST,6.35,3.0,12.0,453.0,1.27,189.0,152.0,Slow Mover
90199C,3.3,8.890715808426611,50,99,19.509666666666664,585.29,30,5 STRAND GLASS NECKLACE CRYSTAL,6.35,39.0,62.0,1204.0,1.27,308.0,93.0,Slow Mover
90199D,1.375,1.2583057392117916,6,22,8.705,139.28,16,5 STRAND GLASS NECKLACE AMBER,6.35,5.0,15.0,502.0,1.27,199.0,145.0,Slow Mover
90200A,2.0113636363636362,2.0085696756923226,13,177,8.519204545454546,749.69,88,PURPLE SWEETHEART BRACELET,4.25,9.0,23.0,734.0,0.8500000000000001,294.0,146.0,Slow Mover
90200B,2.231707317073171,1.9199973025174264,12,183,9.456707317073171,775.45,82,BLACK SWEETHEART BRACELET,4.25,8.0,24.0,815.0,0.8500000000000001,310.0,139.0,Slow Mover
90200C,2.5121951219512195,2.299994108629193,12,206,10.666219512195122,874.63,82,BLUE SWEETHEART BRACELET,4.25,10.0,28.0,917.0,0.8500000000000001,328.0,131.0,Slow Mover
90200D,2.680327868852459,3.0131019502645415,24,327,11.248032786885245,1372.26,122,PINK SWEETHEART BRACELET,4.25,13.0,32.0,978.0,0.8500000000000001,339.0,126.0,Slow Mover
90200E,2.6455696202531644,3.1298315457395254,24,209,11.062911392405063,873.97,79,GREEN SWEETHEART BRACELET,4.25,14.0,33.0,966.0,0.8500000000000001,337.0,127.0,Slow Mover
90201A,2.6,3.0033994345183768,18,130,7.6568000000000005,382.84000000000003,50,PURPLE ENAMEL FLOWER RING,2.95,13.0,31.0,949.0,0.5900000000000001,401.0,154.0,Slow Mover
90201B,2.9056603773584904,3.15779956824488,18,154,8.571886792452831,454.31000000000006,53,BLACK ENAMEL FLOWER RING,3.03,14.0,34.0,1061.0,0.606,418.0,144.0,Slow Mover
90201C,2.7045454545454546,2.6552234212002737,12,119,7.975909090909092,350.94000000000005,44,RED ENAMEL FLOWER RING,3.03,12.0,31.0,987.0,0.606,404.0,149.0,Slow Mover
90201D,2.462962962962963,2.9184705413091234,18,133,7.247592592592593,391.37,54,GREEN ENAMEL FLOWER RING,3.03,13.0,30.0,899.0,0.606,385.0,156.0,Slow Mover
90202A,1.4761904761904763,1.123345344008138,6,31,4.328571428571429,90.9,21,PURPLE ENAMEL FLOWER HAIR TIE,2.95,5.0,15.0,539.0,0.5900000000000001,302.0,205.0,Slow Mover
90202B,1.5,1.2649110640673518,6,24,4.405625,70.49,16,WHITE ENAMEL FLOWER HAIR TIE,3.03,6.0,16.0,548.0,0.606,301.0,201.0,Slow Mover
90202C,1.2916666666666667,1.0417028979206266,6,31,3.8108333333333335,91.46000000000001,24,GREEN ENAMEL FLOWER HAIR TIE,3.03,5.0,14.0,471.0,0.606,279.0,216.0,Slow Mover
90202D,2.0,2.5537695922762462,12,48,5.895416666666667,141.49,24,PINK ENAMEL FLOWER HAIR TIE,3.03,11.0,25.0,730.0,0.606,347.0,174.0,Slow Mover
